City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Tucuman,AR,2020-02-19 03:52:43,-26.82,-65.22,64.4,93,38,4.7
307,Carnarvon,AU,2020-02-19 03:56:53,-24.87,113.63,82.4,74,100,12.75
308,Morant Bay,JM,2020-02-19 03:56:54,17.88,-76.41,82.4,65,20,8.05
309,Yaan,NG,2020-02-19 03:56:54,7.38,8.57,78.03,19,88,4.56
310,Lavrentiya,RU,2020-02-19 03:56:54,65.58,-171.0,-4.83,80,100,6.69
311,Campbellton,CA,2020-02-19 03:56:54,48.01,-66.67,20.68,95,100,8.08
312,Mahibadhoo,MV,2020-02-19 03:56:54,3.78,72.97,81.28,77,62,18.88
313,Morros,BR,2020-02-19 03:56:54,-9.45,-46.3,76.03,64,100,3.42
314,Tanout,NE,2020-02-19 03:53:00,14.97,8.89,60.8,25,1,12.44
315,Ferrol,ES,2020-02-19 03:56:55,43.48,-8.24,42.01,100,90,6.93
316,Kiama,AU,2020-02-19 03:56:55,-34.68,150.87,81.0,38,75,17.22
317,Boundiali,CI,2020-02-19 03:56:55,9.52,-6.49,70.57,24,0,0.45
318,Dunedin,NZ,2020-02-19 03:52:47,-45.87,170.5,63.0,66,100,3.78
319,Khilok,RU,2020-02-19 03:56:56,51.37,110.47,13.17,76,84,2.1
320,Kota Kinabalu,MY,2020-02-19 03:56:56,5.97,116.07,86.0,70,20,4.7
321,Muzhi,RU,2020-02-19 03:56:56,65.37,64.67,29.41,85,88,13.65
322,Mount Isa,AU,2020-02-19 03:56:56,-20.73,139.5,98.6,32,40,10.29
323,Capanema,BR,2020-02-19 03:56:56,-1.2,-47.18,75.36,98,93,2.55
324,Gwanda,ZW,2020-02-19 03:56:57,-20.93,29.0,66.13,91,0,7.74
325,Sisian,AM,2020-02-19 03:56:57,39.53,46.03,33.8,82,90,6.35
326,Walvis Bay,NA,2020-02-19 03:56:57,-22.96,14.51,64.0,90,100,6.6
327,Sao Joao Da Barra,BR,2020-02-19 03:56:57,-21.64,-41.05,77.92,86,0,17.72
328,Teberda,RU,2020-02-19 03:56:57,43.45,41.74,20.8,65,0,9.01
329,Santa Fe,AR,2020-02-19 03:55:51,-31.63,-60.7,69.01,62,0,5.84
330,Francavilla Fontana,IT,2020-02-19 03:56:58,40.53,17.59,52.0,81,42,9.17
331,Darien,US,2020-02-19 03:56:58,41.75,-87.97,28.99,86,1,6.93
332,Chazuta,PE,2020-02-19 03:56:58,-6.57,-76.14,62.6,100,40,1.72
333,Akdepe,TM,2020-02-19 03:56:58,42.06,59.38,23.0,79,0,6.93
334,Zhigansk,RU,2020-02-19 03:56:59,66.77,123.37,-15.81,96,100,12.57
335,Celestun,MX,2020-02-19 03:56:59,20.87,-90.4,81.59,67,2,15.52
336,Luanda,AO,2020-02-19 03:56:38,-8.84,13.23,80.6,88,40,4.7
337,Viedma,AR,2020-02-19 03:56:59,-40.81,-63.0,70.93,30,36,17.02
338,Mehamn,NO,2020-02-19 03:56:59,71.04,27.85,23.0,49,75,19.46
339,Makasar,ID,2020-02-19 03:54:18,-5.14,119.42,77.0,94,20,6.93
340,Ust-Kuyga,RU,2020-02-19 03:53:28,70.02,135.6,-11.74,97,99,9.04
341,Baker City,US,2020-02-19 03:57:00,44.77,-117.83,27.0,68,1,4.7
342,Dongying,CN,2020-02-19 03:55:22,37.46,118.49,47.28,41,13,3.91
343,Dengzhou,CN,2020-02-19 03:57:00,37.81,120.75,40.26,68,0,2.21
344,Palana,RU,2020-02-19 03:57:00,59.12,159.97,-2.47,92,100,2.62
345,Mucurapo,TT,2020-02-19 03:57:00,10.67,-61.53,77.0,88,20,5.82
346,Tongchuan,CN,2020-02-19 03:57:01,35.08,109.09,47.93,22,33,4.9
347,Ostrovnoy,RU,2020-02-19 03:52:46,68.05,39.51,14.31,98,99,4.05
348,Bambous Virieux,MU,2020-02-19 03:57:01,-20.34,57.76,79.0,69,40,9.17
349,Ndele,CF,2020-02-19 03:57:01,8.41,20.65,70.27,32,0,0.4
350,Grindavik,IS,2020-02-19 03:57:01,63.84,-22.43,28.4,92,40,10.29
351,Verkhnevilyuysk,RU,2020-02-19 03:57:01,63.45,120.32,-6.52,95,71,4.27
352,Saint George,US,2020-02-19 03:57:02,37.1,-113.58,46.99,43,1,5.82
353,Elmadag,TR,2020-02-19 03:57:02,39.92,33.23,32.0,85,0,1.52
354,Klobuck,PL,2020-02-19 03:57:02,50.9,18.94,39.0,80,75,11.41
355,Beipiao,CN,2020-02-19 03:57:02,41.79,120.78,31.06,40,85,5.41
356,Fort Nelson,CA,2020-02-19 03:57:03,58.81,-122.7,10.4,78,20,6.93
357,Margate,GB,2020-02-19 03:57:03,51.38,1.39,39.99,73,0,13.87
358,Reconquista,AR,2020-02-19 03:57:03,-29.15,-59.65,67.87,55,91,3.09
359,Olinda,BR,2020-02-19 03:55:15,-8.01,-34.86,78.8,83,90,1.12
360,Tashtyp,RU,2020-02-19 03:57:03,52.79,89.9,9.75,90,80,3.76
361,Beringovskiy,RU,2020-02-19 03:52:24,63.05,179.32,-8.05,83,96,17.16
362,Kuah,MY,2020-02-19 03:57:04,6.33,99.84,87.8,66,40,12.75
363,Severnoye,RU,2020-02-19 03:57:04,56.35,78.36,22.51,93,100,10.49
364,Bonito,BR,2020-02-19 03:57:04,-21.12,-56.48,77.86,78,100,2.13
365,Launceston,AU,2020-02-19 03:57:04,-41.45,147.17,57.0,71,75,21.92
366,Saint-Augustin,CA,2020-02-19 03:57:04,51.23,-58.65,11.91,88,67,9.46
367,Carutapera,BR,2020-02-19 03:57:04,-1.2,-46.02,81.14,83,100,18.21
368,Nola,IT,2020-02-19 03:57:05,40.92,14.53,54.0,93,40,3.36
369,Mlowo,TZ,2020-02-19 03:57:05,-9.0,32.98,59.36,94,75,1.81
370,Seoul,KR,2020-02-19 03:53:14,37.57,126.98,39.2,48,1,4.7
371,Portland,US,2020-02-19 03:52:18,45.52,-122.68,45.0,45,1,12.75
372,Kristianstad,SE,2020-02-19 03:57:05,56.03,14.15,41.0,100,100,16.11
373,Ancud,CL,2020-02-19 03:57:05,-41.87,-73.82,48.2,87,6,5.82
374,Mizdah,LY,2020-02-19 03:57:06,31.45,12.98,44.64,73,0,2.55
375,Port Lincoln,AU,2020-02-19 03:57:06,-34.73,135.87,62.15,61,100,13.27
376,Gejiu,CN,2020-02-19 03:57:06,23.31,103.16,55.99,70,29,5.79
377,Yinchuan,CN,2020-02-19 03:57:06,38.47,106.27,34.86,27,0,1.86
378,Polyarnyy,RU,2020-02-19 03:57:06,69.2,33.45,3.2,84,20,4.36
379,Severo-Kurilsk,RU,2020-02-19 03:57:06,50.68,156.12,20.57,85,100,5.35
380,Turochak,RU,2020-02-19 03:57:07,52.26,87.12,15.08,92,100,4.36
381,Kano,NG,2020-02-19 03:57:07,12.0,8.52,62.6,36,100,5.82
382,Constitucion,CL,2020-02-19 03:57:07,-35.33,-72.42,59.4,68,0,6.8
383,Amahai,ID,2020-02-19 03:57:07,-3.33,128.92,83.71,68,100,4.81
384,Dubai,AE,2020-02-19 03:52:35,25.26,55.3,66.2,77,9,3.36
385,Nadym,RU,2020-02-19 03:57:07,65.53,72.52,23.68,92,100,13.31
386,Port Hardy,CA,2020-02-19 03:57:08,50.7,-127.42,37.4,89,5,3.36
387,Hualmay,PE,2020-02-19 03:57:08,-11.1,-77.61,72.52,77,100,4.34
388,Souillac,MU,2020-02-19 03:57:08,-20.52,57.52,79.0,69,40,9.17
389,Arman,RU,2020-02-19 03:57:08,59.7,150.17,3.24,68,0,3.91
390,Muisne,EC,2020-02-19 03:57:08,0.6,-80.03,77.52,93,47,3.8
391,Galle,LK,2020-02-19 03:57:09,6.04,80.22,77.0,80,0,5.84
392,Jiaozuo,CN,2020-02-19 03:57:09,35.24,113.23,54.73,26,100,5.12
393,Chapais,CA,2020-02-19 03:57:09,49.78,-74.85,12.2,85,75,4.7
394,Mitsamiouli,KM,2020-02-19 03:57:09,-11.38,43.28,78.8,88,20,5.82
395,Forbes,AU,2020-02-19 03:57:09,-33.38,148.02,79.0,32,0,5.01
396,Grand Gaube,MU,2020-02-19 03:52:34,-20.01,57.66,79.0,69,40,9.17
397,Hamilton,US,2020-02-19 03:55:31,39.18,-84.53,37.0,86,1,3.36
398,Horodyshche,UA,2020-02-19 03:57:10,49.28,31.45,36.61,90,0,7.74
399,San Pedro De Cajas,PE,2020-02-19 03:57:10,-11.25,-75.86,41.22,89,100,2.95
400,Kamaishi,JP,2020-02-19 03:57:10,39.27,141.88,39.2,60,75,13.87
401,Najran,SA,2020-02-19 03:57:10,17.49,44.13,62.6,42,2,0.89
402,Sumenep,ID,2020-02-19 03:57:11,-7.02,113.87,80.28,80,99,8.16
403,Usinsk,RU,2020-02-19 03:57:11,65.99,57.53,33.01,98,100,15.73
404,Kaeo,NZ,2020-02-19 03:57:11,-35.1,173.78,82.99,96,32,3.0
405,Contamana,PE,2020-02-19 03:57:11,-7.33,-75.02,76.87,78,0,1.59
406,Kloulklubed,PW,2020-02-19 03:52:30,7.04,134.26,82.4,74,75,18.34
407,Mbandaka,CD,2020-02-19 03:57:12,0.05,18.26,69.21,97,100,2.24
408,Pangnirtung,CA,2020-02-19 03:57:12,66.15,-65.71,-29.18,98,100,1.68
409,Korla,CN,2020-02-19 03:57:12,41.76,86.15,27.0,88,100,3.09
410,Mitu,CO,2020-02-19 03:54:49,1.2,-70.17,73.27,96,0,0.98
411,Havre-Saint-Pierre,CA,2020-02-19 03:57:12,50.23,-63.6,17.6,78,90,14.99
412,Kalmunai,LK,2020-02-19 03:52:21,7.42,81.82,79.05,69,14,12.53
413,Trairi,BR,2020-02-19 03:57:13,-3.28,-39.27,74.68,92,100,1.23
414,Itarema,BR,2020-02-19 03:57:13,-2.92,-39.92,75.74,92,100,2.91
415,Ponta Delgada,PT,2020-02-19 03:52:49,37.73,-25.67,59.0,87,75,6.93
416,Kununurra,AU,2020-02-19 03:57:13,-15.77,128.73,93.2,46,66,6.93
417,Rocha,UY,2020-02-19 03:54:26,-34.48,-54.33,65.19,90,59,6.55
418,Nouakchott,MR,2020-02-19 03:56:54,18.09,-15.98,71.6,14,28,10.29
419,Olafsvik,IS,2020-02-19 03:57:14,64.89,-23.71,32.09,71,56,11.27
420,Conceicao Da Barra,BR,2020-02-19 03:57:14,-18.59,-39.73,80.33,81,0,11.97
421,Denpasar,ID,2020-02-19 03:57:14,-8.65,115.22,87.8,79,20,11.41
422,Guerrero Negro,MX,2020-02-19 03:57:14,27.98,-114.06,61.3,82,100,10.8
423,Cayenne,GF,2020-02-19 03:53:04,4.93,-52.33,80.6,74,75,9.17
424,Husavik,IS,2020-02-19 03:57:15,66.04,-17.34,24.8,92,20,11.68
425,Oyama,JP,2020-02-19 03:57:15,36.3,139.8,54.0,29,40,4.7
426,Karaton,ID,2020-02-19 03:57:15,-6.34,106.1,80.6,88,40,9.17
427,Bijar,IR,2020-02-19 03:57:15,35.87,47.61,31.75,96,100,2.57
428,Mangai,CD,2020-02-19 03:57:15,-4.05,19.53,71.1,97,81,1.48
429,Luang Prabang,LA,2020-02-19 03:57:16,19.89,102.13,71.6,56,40,2.24
430,San Joaquin,VE,2020-02-19 03:57:16,10.26,-67.79,75.74,92,58,16.6
431,Ceuta,ES,2020-02-19 03:57:16,35.89,-5.31,60.8,82,40,12.75
432,Lata,PT,2020-02-19 03:57:16,40.16,-8.33,48.99,100,0,1.12
433,Sao Felix Do Xingu,BR,2020-02-19 03:57:16,-6.64,-51.99,73.96,96,100,0.89
434,Isangel,VU,2020-02-19 03:53:23,-19.55,169.27,87.8,62,75,9.17
435,Tilichiki,RU,2020-02-19 03:57:17,60.47,166.1,-11.34,92,93,9.64
436,Nokaneng,BW,2020-02-19 03:57:17,-19.67,22.27,69.53,92,95,6.89
437,Tungor,RU,2020-02-19 03:57:17,53.38,142.96,5.43,90,86,8.68
438,Emba,KZ,2020-02-19 03:57:17,48.83,58.14,18.99,84,100,12.71
439,Srednekolymsk,RU,2020-02-19 03:57:17,67.45,153.68,-10.16,97,96,5.23
440,Liling,CN,2020-02-19 03:57:18,27.67,113.5,50.0,61,97,2.24
441,Sola,VU,2020-02-19 03:57:18,-13.88,167.55,89.6,66,75,5.82
442,Tiznit,MA,2020-02-19 03:57:18,29.58,-9.5,59.83,38,97,1.05
443,Baykit,RU,2020-02-19 03:57:18,61.67,96.37,6.06,96,97,2.3
444,Soe,ID,2020-02-19 03:57:19,-9.86,124.28,87.08,61,59,5.59
445,Damietta,EG,2020-02-19 03:57:19,31.42,31.81,57.2,87,40,11.41
446,Devarkonda,IN,2020-02-19 03:57:19,16.7,78.93,73.72,65,26,2.15
447,Bayji,IQ,2020-02-19 03:57:19,34.93,43.49,56.07,78,90,16.4
448,Yining,CN,2020-02-19 03:57:19,29.04,114.56,56.23,50,65,1.9
449,Pryazha,RU,2020-02-19 03:57:19,61.69,33.62,37.4,86,75,13.42
450,Raahe,FI,2020-02-19 03:57:20,64.68,24.48,32.0,100,90,13.87
451,Belyy Yar,RU,2020-02-19 03:53:20,53.6,91.39,21.2,67,22,15.66
452,Kuna,US,2020-02-19 03:57:20,43.49,-116.42,33.8,57,1,2.39
453,Belgrade,RS,2020-02-19 03:57:20,44.8,20.47,43.0,80,0,4.7
454,Gat,IL,2020-02-19 03:52:24,31.61,34.76,57.2,82,75,4.7
455,Nantucket,US,2020-02-19 03:57:06,41.28,-70.1,48.99,100,90,8.05
456,Mlonggo,ID,2020-02-19 03:57:21,-6.53,110.7,84.99,74,40,8.05
457,Mezen,RU,2020-02-19 03:57:21,65.85,44.24,29.14,98,100,2.93
458,Krasnoselkup,RU,2020-02-19 03:57:21,65.7,82.47,12.4,92,100,22.32
459,Tartus,SY,2020-02-19 03:57:21,34.89,35.89,57.2,54,40,6.93
460,Mykolayiv,UA,2020-02-19 03:57:21,46.97,32.0,42.01,93,98,4.47
461,Odweyne,SO,2020-02-19 03:53:07,9.41,45.06,62.06,64,0,2.01
462,Porbandar,IN,2020-02-19 03:57:22,21.64,69.61,69.8,60,14,2.44
463,Bethanien,NA,2020-02-19 03:57:22,-26.5,17.16,74.07,59,2,6.67
464,Morehead,US,2020-02-19 03:57:22,37.27,-87.18,37.99,86,1,5.82
465,Santa Isabel Do Rio Negro,BR,2020-02-19 03:57:22,-0.41,-65.02,81.0,73,47,2.1
466,Ferkessedougou,CI,2020-02-19 03:57:23,9.6,-5.2,73.2,17,0,3.06
467,Keti Bandar,PK,2020-02-19 03:57:23,24.14,67.45,74.35,62,100,9.93
468,Polunochnoye,RU,2020-02-19 03:57:23,60.87,60.42,25.68,88,47,6.51
469,Sokol,RU,2020-02-19 03:57:23,59.46,40.12,33.42,97,100,9.89
470,Sonkovo,RU,2020-02-19 03:57:24,57.78,37.16,33.39,97,100,11.95
471,Pokhara,NP,2020-02-19 03:56:07,28.23,83.98,64.31,62,0,1.95
472,Mount Pleasant,US,2020-02-19 03:57:24,32.79,-79.86,62.6,100,90,3.69
473,Benicarlo,ES,2020-02-19 03:57:24,40.42,0.43,48.11,62,0,7.78
474,Limoges,FR,2020-02-19 03:57:24,45.75,1.33,43.0,93,97,6.93
475,Havre,FR,2020-02-19 03:57:24,49.58,0.33,42.8,93,90,14.99
476,Warman,CA,2020-02-19 03:57:25,52.32,-106.57,-18.0,75,5,5.82
477,Huai Yot,TH,2020-02-19 03:57:25,7.79,99.63,86.0,58,20,11.41
478,Lincoln,US,2020-02-19 03:57:25,40.8,-96.67,32.0,80,1,5.82
479,La Crosse,US,2020-02-19 03:57:25,43.8,-91.24,15.01,85,1,9.17
480,Sibolga,ID,2020-02-19 03:57:26,1.74,98.78,84.36,57,18,2.95
481,Veraval,IN,2020-02-19 03:57:26,20.9,70.37,74.84,37,1,6.13
482,Los Llanos De Aridane,ES,2020-02-19 03:57:26,28.66,-17.92,64.4,68,90,13.87
483,Severo-Yeniseyskiy,RU,2020-02-19 03:57:26,60.37,93.04,13.06,85,83,12.12
484,Waddan,LY,2020-02-19 03:57:27,29.16,16.14,50.72,70,0,2.93
485,Mayo,US,2020-02-19 03:57:27,38.89,-76.51,55.0,81,40,3.36
486,Urumqi,CN,2020-02-19 03:57:27,43.8,87.6,26.6,86,40,2.24
487,Aban,RU,2020-02-19 03:57:27,56.67,96.06,17.53,90,100,8.72
488,Muravlenko,RU,2020-02-19 03:57:27,63.79,74.52,30.36,93,100,14.14
489,Okha,RU,2020-02-19 03:57:27,53.57,142.95,5.43,90,86,8.68
490,Salvador,SV,2020-02-19 03:57:28,13.83,-88.92,77.0,61,99,1.81
491,Hami,CN,2020-02-19 03:57:28,42.8,93.45,25.03,52,100,6.78
492,Taltal,CL,2020-02-19 03:57:28,-25.4,-70.48,61.05,89,13,2.1
493,Banfora,BF,2020-02-19 03:57:28,10.63,-4.77,72.64,12,0,4.21
494,Dianalund,DK,2020-02-19 03:57:28,55.53,11.49,41.0,100,100,17.22
495,Palu,ID,2020-02-19 03:57:29,-0.89,119.87,82.33,56,100,3.62
496,Rovnoye,RU,2020-02-19 03:57:29,50.78,46.05,33.22,90,100,14.61
497,Juneau,US,2020-02-19 03:55:12,58.3,-134.42,39.2,86,75,8.05
498,Daru,PG,2020-02-19 03:57:29,-9.08,143.21,93.22,51,69,6.58
499,Huarmey,PE,2020-02-19 03:57:29,-10.07,-78.15,73.31,74,100,3.83
500,Barcelos,PT,2020-02-19 03:57:30,41.54,-8.62,45.0,93,0,2.24
501,Liuhe,CN,2020-02-19 03:57:30,42.24,125.72,24.87,84,55,5.37
502,Letpadan,MM,2020-02-19 03:57:30,17.78,95.75,85.1,25,1,2.75
503,Kaitong,CN,2020-02-19 03:57:30,44.81,123.15,20.17,70,0,5.32
504,Rio De Janeiro,BR,2020-02-19 03:54:59,-22.9,-43.21,82.4,83,98,5.82
505,Latehar,IN,2020-02-19 03:57:30,23.75,84.5,68.65,20,0,2.28
506,Teya,RU,2020-02-19 03:57:31,60.38,92.63,12.78,87,89,10.83
507,Tetouan,MA,2020-02-19 03:57:31,35.57,-5.37,60.8,82,40,12.75
508,Gazanjyk,TM,2020-02-19 03:57:31,39.24,55.52,31.93,84,0,12.03
509,Okhotsk,RU,2020-02-19 03:57:31,59.38,143.3,1.96,75,10,8.86
510,Ejea De Los Caballeros,ES,2020-02-19 03:57:31,42.13,-1.14,42.8,84,0,8.05
511,San Francisco De Coray,HN,2020-02-19 03:57:32,13.66,-87.53,84.2,64,40,5.82
512,Galveston,US,2020-02-19 03:57:32,29.37,-94.97,70.0,94,90,8.05
513,Novikovo,RU,2020-02-19 03:57:32,51.15,37.89,33.53,97,100,6.69
514,Kieta,PG,2020-02-19 03:57:32,-6.22,155.63,86.2,70,100,10.94
515,Balakovo,RU,2020-02-19 03:57:32,52.03,47.8,33.39,93,100,14.76
516,Changli,CN,2020-02-19 03:57:33,39.7,119.15,38.75,61,0,15.26
517,Monterey,US,2020-02-19 03:57:33,36.25,-121.25,55.0,76,1,4.7
518,Awbari,LY,2020-02-19 03:57:33,26.59,12.78,47.53,65,0,4.54
519,Kindu,CD,2020-02-19 03:57:33,-2.95,25.95,70.2,98,100,1.7
520,Port Macquarie,AU,2020-02-19 03:57:33,-31.43,152.92,91.99,61,40,12.75
521,Ekhabi,RU,2020-02-19 03:57:33,53.51,142.97,5.43,90,86,8.68
522,Kanigiri,IN,2020-02-19 03:57:34,15.4,79.52,74.17,68,99,4.92
523,Ialibu,PG,2020-02-19 03:57:34,-6.28,143.99,74.46,68,100,6.96
524,Ouro Fino,BR,2020-02-19 03:55:36,-22.28,-46.37,67.64,91,100,3.91
525,Thunder Bay,CA,2020-02-19 03:53:55,48.4,-89.32,6.8,55,5,10.29
526,Black River,JM,2020-02-19 03:57:34,18.03,-77.85,78.8,83,20,8.05
527,Itubera,BR,2020-02-19 03:52:56,-13.73,-39.15,73.09,95,23,0.4
528,Tartasesti,RO,2020-02-19 03:57:35,44.58,25.81,48.99,81,90,5.82
529,Kaabong,UG,2020-02-19 03:57:35,3.48,34.15,70.52,62,82,11.41
530,Guna,IN,2020-02-19 03:55:23,24.65,77.32,68.38,21,0,6.67
531,Joshimath,IN,2020-02-19 03:57:35,30.57,79.57,41.49,26,100,3.18
532,Castro-Urdiales,ES,2020-02-19 03:57:36,43.38,-3.22,46.99,93,0,5.82
533,Quatre Cocos,MU,2020-02-19 03:53:21,-20.21,57.76,79.0,69,40,9.17
534,Paraopeba,BR,2020-02-19 03:57:36,-19.28,-44.4,71.6,83,79,2.24
535,Corowa,AU,2020-02-19 03:57:36,-36.03,146.38,73.99,49,75,18.34
536,Baghdad,IQ,2020-02-19 03:55:53,33.34,44.4,53.6,87,100,3.36
537,Asau,RO,2020-02-19 03:57:37,46.43,26.4,43.0,81,75,5.82
538,Rabat,MA,2020-02-19 03:57:37,33.99,-6.84,61.0,93,75,4.76
539,Bundaberg,AU,2020-02-19 03:57:37,-24.85,152.35,91.0,55,75,10.29
540,Sangerhausen,DE,2020-02-19 03:57:33,51.47,11.3,44.01,81,20,16.11
541,Kahului,US,2020-02-19 03:56:34,20.89,-156.47,75.2,78,20,14.99
542,Aklavik,CA,2020-02-19 03:54:03,68.22,-135.01,12.2,72,75,5.82
543,Tchibanga,GA,2020-02-19 03:57:38,-2.85,11.03,72.95,96,0,0.54
544,Kandrian,PG,2020-02-19 03:53:22,-6.22,149.55,85.32,64,82,12.68
545,Kurchum,KZ,2020-02-19 03:57:38,48.57,83.65,10.51,94,99,5.19
546,Gunnedah,AU,2020-02-19 03:57:38,-30.98,150.25,80.6,57,75,11.41
547,Bayan,CN,2020-02-19 03:57:38,46.08,127.4,16.32,91,100,8.28
548,Iracoubo,GF,2020-02-19 03:57:39,5.48,-53.2,78.76,78,92,19.62
549,Shitanjing,CN,2020-02-19 03:57:39,39.23,106.34,33.8,27,0,4.38
550,El Dovio,CO,2020-02-19 03:57:39,4.51,-76.24,73.4,69,20,4.7
551,Tomigusuku,JP,2020-02-19 03:57:39,26.18,127.67,64.4,48,75,12.75
552,Borba,BR,2020-02-19 03:57:39,-4.39,-59.59,77.49,83,50,0.92
553,Herat,AF,2020-02-19 03:57:39,34.5,62.0,32.0,74,20,3.36
