City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
249,Poltavka,RU,2020-02-19 03:56:43,54.37,71.76,27.5,93,100,12.75
250,Sabang,ID,2020-02-19 03:56:43,5.89,95.32,83.07,77,18,20.76
251,Ongandjera,NA,2020-02-19 03:56:43,-17.88,15.07,70.43,33,67,5.59
252,Hambantota,LK,2020-02-19 03:56:43,6.12,81.12,78.8,78,5,6.93
253,Namatanai,PG,2020-02-19 03:56:44,-3.67,152.43,80.55,81,100,6.58
254,Barranca,PE,2020-02-19 03:56:44,-10.75,-77.77,72.03,92,100,12.3
255,Mar Del Plata,AR,2020-02-19 03:56:44,-38.0,-57.56,60.01,93,0,2.24
256,West Lafayette,US,2020-02-19 03:54:35,40.43,-86.91,30.99,86,1,8.05
257,Martapura,ID,2020-02-19 03:56:44,-3.42,114.85,85.57,63,97,3.87
258,Oistins,BB,2020-02-19 03:56:45,13.07,-59.53,78.8,78,75,17.22
259,Cherskiy,RU,2020-02-19 03:56:45,68.75,161.3,-20.79,96,100,5.37
260,Dikson,RU,2020-02-19 03:56:45,73.51,80.55,16.41,88,100,38.14
261,Coihaique,CL,2020-02-19 03:56:45,-45.58,-72.07,48.2,76,90,2.24
262,Mataram,ID,2020-02-19 03:55:11,-8.58,116.12,86.0,74,40,4.7
263,Afsin,TR,2020-02-19 03:56:46,38.25,36.91,25.79,99,100,3.56
264,Talnakh,RU,2020-02-19 03:56:46,69.49,88.4,10.4,85,40,33.55
265,Buraydah,SA,2020-02-19 03:53:08,26.33,43.98,60.8,59,20,2.24
266,Wattegama,LK,2020-02-19 03:56:46,6.8,81.48,78.8,78,5,6.93
267,Fili,RU,2020-02-19 03:56:47,55.74,37.49,41.0,93,75,8.95
268,Terre-De-Bas,GP,2020-02-19 03:56:47,15.85,-61.64,75.2,83,9,3.36
269,Zonguldak,TR,2020-02-19 03:56:47,41.25,31.83,32.38,63,0,5.03
270,Tessalit,ML,2020-02-19 03:53:42,20.2,1.01,65.73,16,33,12.17
271,Honningsvag,NO,2020-02-19 03:56:47,70.98,25.97,23.0,49,75,19.46
272,Touros,BR,2020-02-19 03:56:47,-5.2,-35.46,78.8,88,40,3.36
273,Tucumcari,US,2020-02-19 03:56:48,35.17,-103.72,42.8,52,90,9.17
274,Khromtau,KZ,2020-02-19 03:56:48,50.25,58.43,22.75,82,100,18.19
275,Caravelas,BR,2020-02-19 03:53:11,-17.71,-39.25,80.4,83,21,12.8
276,Nesna,NO,2020-02-19 03:56:48,66.2,13.02,20.32,78,80,2.15
277,La Ronge,CA,2020-02-19 03:56:48,55.1,-105.28,-14.8,68,5,4.7
278,Atar,MR,2020-02-19 03:56:48,20.52,-13.05,70.57,14,68,10.6
279,Broken Hill,AU,2020-02-19 03:56:49,-31.95,141.43,75.2,36,0,17.22
280,Camacha,PT,2020-02-19 03:56:49,33.08,-16.33,59.0,67,75,17.22
281,Biak,ID,2020-02-19 03:56:49,-0.91,122.88,85.14,67,100,7.85
282,San Quintin,MX,2020-02-19 03:56:49,30.48,-115.95,57.43,83,53,5.77
283,Pitimbu,BR,2020-02-19 03:56:49,-7.47,-34.81,78.8,88,40,4.7
284,Humaita,BR,2020-02-19 03:56:49,-7.51,-63.02,76.14,94,89,0.65
285,Twentynine Palms,US,2020-02-19 03:56:50,34.14,-116.05,69.8,20,1,5.82
286,Angoche,MZ,2020-02-19 03:56:50,-16.23,39.91,74.26,97,86,4.34
287,Ishigaki,JP,2020-02-19 03:56:50,24.34,124.16,68.0,49,40,9.17
288,Itanhem,BR,2020-02-19 03:56:50,-17.17,-40.33,66.97,96,0,2.51
289,Opuwo,NA,2020-02-19 03:56:50,-18.06,13.84,64.89,41,43,2.44
290,Kjollefjord,NO,2020-02-19 03:56:50,70.95,27.35,23.0,49,75,19.46
291,Simi,SL,2020-02-19 03:56:51,9.57,-12.35,68.65,93,0,2.17
292,Palmer,US,2020-02-19 03:54:57,42.16,-72.33,36.0,99,90,2.62
293,Batagay-Alyta,RU,2020-02-19 03:56:51,67.8,130.41,-7.06,80,70,4.99
294,Takoradi,GH,2020-02-19 03:51:54,4.88,-1.76,76.78,92,0,3.11
295,Winslow,US,2020-02-19 03:56:51,35.02,-110.7,37.4,51,1,3.36
296,Soller,ES,2020-02-19 03:56:52,39.77,2.72,52.0,87,62,2.24
297,Poum,NC,2020-02-19 03:53:00,-20.23,164.02,80.58,79,0,20.58
298,Port-Gentil,GA,2020-02-19 03:56:52,-0.72,8.78,81.97,78,72,5.23
299,Ilulissat,GL,2020-02-19 03:51:54,69.22,-51.1,1.4,70,100,6.93
300,Ylivieska,FI,2020-02-19 03:56:52,64.08,24.67,30.99,91,69,7.0
301,Andenes,NO,2020-02-19 03:56:52,69.31,16.12,28.99,58,100,17.22
302,Saint Anthony,US,2020-02-19 03:56:53,45.02,-93.22,10.99,55,1,12.75
303,Jibuti,DJ,2020-02-19 03:56:53,11.5,42.5,77.0,78,40,5.82
304,Lienz,AT,2020-02-19 03:56:53,46.83,12.77,28.0,92,84,2.89
305,Ossora,RU,2020-02-19 03:56:53,59.24,163.07,0.79,79,100,8.41
